likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
41,24,0,2025-04-15 20:03:17+00:00,hapa bungoma wanasema murkomen ni incompetent after kusikia wasichana wanapigwa backshot uko nairobi,hate,hapa bungoma wanasema murkomen ni incompetent after kusikia wasichana wanapigwa backshot uko nairobi,
7,2,1,2025-04-18 20:01:52+00:00,murkomen gazettes new state lodges read the whole story here,offensive,murkomen gazettes new state lodges read the whole story here,
2,0,0,2025-04-16 19:31:35+00:00,serikali ni yetu sisi tuko ndani ta serikali roads in elgeyo marakwet home to cs murkomen yet he was transport cs before reshuffle,offensive,serikali ni yetu sisi tuko ndani ta serikali roads in elgeyo marakwet home to cs murkomen yet he was transport cs before reshuffle,
40,16,2,2025-02-09 11:24:13+00:00,murkomens grandfather aliua mtu kitambo and he went to seek refuge in embobut akakua assimilated tu im not lying thats why hana specific clan among the marakwet community,neutral,murkomens grandfather aliua mtu kitambo and he went to seek refuge in embobut akakua assimilated tu im not lying thats why hana specific clan among the marakwet community,
91,39,26,2025-04-11 16:55:18+00:00,is murkomen a cop is julius migosi a teacher is soipan tuya a soldier is duale a doctor is wandayi an electrician is joho even a graduate education cs anatuona matako yake you can not stop an ejaculation which has already left the testicles,hate,is murkomen a cop is julius migosi a teacher is soipan tuya a soldier is duale a doctor is wandayi an electrician is joho even a graduate education cs anatuona matako yake you can not stop an ejaculation which has already left the testicles,
190,85,6,2024-07-24 13:38:30+00:00,joho amp murkomen will be back to competing on tiktok on who has the latest collectible i must be dreaming wtf is going on,offensive,joho amp murkomen will be back to competing on tiktok on who has the latest collectible i must be dreaming wtf is going on,
8,3,2,2025-01-16 17:22:41+00:00,murkomen wants elon musk to establish a physical presence for x in kenya so that they can tame this platform and limit free speech wadau tungojee murkomen alazimishe elon afanye hivo,offensive,murkomen wants elon musk to establish a physical presence for x in kenya so that they can tame this platform and limit free speech wadau tungojee murkomen alazimishe elon afanye hivo,
39,18,2,2024-12-23 12:36:42+00:00,ata murkomen hajamaliza hours asha abduct watu watatu already,hate,ata murkomen hajamaliza hours asha abduct watu watatu already,
9,6,0,2025-01-16 19:22:33+00:00,hallo murkomen nataka uambie elon musk mambo ya free speech staki hii kenya ama nifunge hii x,neutral,hallo murkomen nataka uambie elon musk mambo ya free speech staki hii kenya ama nifunge hii x,
1900,1366,75,2024-07-06 12:44:39+00:00,g elite amp rogerns an intelligencetech unit that recovers proceeds of corruption in offshore accounts confirms that cs murkomen was intercepted in uae with us m from corruption proceeds they froze ksh b in foreign accounts of css amp corporate executives,hate,g elite amp rogerns an intelligencetech unit that recovers proceeds of corruption in offshore accounts confirms that cs murkomen was intercepted in uae with us m from corruption proceeds they froze ksh b in foreign accounts of css amp corporate executives,
20312,5667,714,2024-11-15 21:03:43+00:00,zimbabwe has eliminated kenya from afcon kenya has really fallen the only sport that shines in kenya is murkomens teeth what a shame,hate,zimbabwe has eliminated kenya from afcon kenya has really fallen the only sport that shines in kenya is murkomens teeth what a shame,
58,5,13,2025-04-07 20:10:02+00:00,which interview are you watching rigathi gachagua interview or kipchumba murkomen,neutral,which interview are you watching rigathi gachagua interview or kipchumba murkomen,
731,251,18,2025-03-12 07:03:10+00:00,if you go through this guys insta huwezi kosa picha yake na murkomen na ule jamaa anaishi kandonya aboretum,hate,if you go through this guys insta huwezi kosa picha yake na murkomen na ule jamaa anaishi kandonya aboretum,
2820,777,166,2025-03-11 21:14:50+00:00,exclusive collins chepkulei civilian behind fake police base speaks,hate,exclusive collins chepkulei civilian behind fake police base speaks,
140,53,2,2025-03-19 21:42:45+00:00,murkomen hakuwa anajua story ya brian odhiambo mpaka leo wakati mathe aliamua kustorm kwa podium jamaa alikuwa ameignore all along hes now acting like a saint,hate,murkomen hakuwa anajua story ya brian odhiambo mpaka leo wakati mathe aliamua kustorm kwa podium jamaa alikuwa ameignore all along hes now acting like a saint,
0,0,0,2023-01-20 15:04:16+00:00,gen kibwana out exmp tayari in,neutral,gen kibwana out exmp tayari in,
5471,2628,270,2025-04-11 09:55:50+00:00,murkomens dramatic change of play then vs now,offensive,murkomens dramatic change of play then vs now,
12909,4030,243,2025-01-14 21:46:50+00:00,when you are surrounded by dunderheads and illiterate ruralbred dimwits like sudi murkomen shollei farah ichungwa and duale you dont need enemies people are trying to help you from drowning but you refuse to listen your boat will implode and capsize,hate,when you are surrounded by dunderheads and illiterate ruralbred dimwits like sudi murkomen shollei farah ichungwa and duale you dont need enemies people are trying to help you from drowning but you refuse to listen your boat will implode and capsize,
92,26,3,2024-07-12 11:49:01+00:00,the avarage age of the dissolved ruto cabinet was years with both the presidentag amp dp included the oldest was ex education cs ezekiel machogu with yrs while ex health cs susan nakumicha ex cs environenment soipan tuya amp ex cs murkomen were the youngest with yrs,hate,the avarage age of the dissolved ruto cabinet was years with both the presidentag amp dp included the oldest was ex education cs ezekiel machogu with yrs while ex health cs susan nakumicha ex cs environenment soipan tuya amp ex cs murkomen were the youngest with yrs,
14,4,1,2025-01-16 18:02:21+00:00,hio upuzi murkomen anataka kuanzisha afanye na platform zingine lakini si x because he will fail terribly negotiating with elon many countries tried but failed x is the media freedom of speech is key,hate,hio upuzi murkomen anataka kuanzisha afanye na platform zingine lakini si x because he will fail terribly negotiating with elon many countries tried but failed x is the media freedom of speech is key,
64,8,3,2024-04-30 22:17:00+00:00,murkomen lets not be hyperbolic about a leaking roof yvonne if its a small issue and you cant fix it why should kenyans trust you to deal with bigger issues murkomen yvonne thats not a small issue switch off,hate,murkomen lets not be hyperbolic about a leaking roof yvonne if its a small issue and you cant fix it why should kenyans trust you to deal with bigger issues murkomen yvonne thats not a small issue switch off,
638,44,11,2025-04-11 21:49:15+00:00,i cant be lectured by ruto flower girl rigathi gachagua to murkomen,offensive,i cant be lectured by ruto flower girl rigathi gachagua to murkomen,
98,27,6,2024-12-19 18:40:59+00:00,cabinet reshuffle sees kipchumba murkomen appointed as cs interior uhuru kenyatta political allies appointed in cabinetmutahi kagwe cs agriculturelee kinyanjui cs trade amp william kabogo cs ict amp digital economy,hate,cabinet reshuffle sees kipchumba murkomen appointed as cs interior uhuru kenyatta political allies appointed in cabinetmutahi kagwe cs agriculturelee kinyanjui cs trade amp william kabogo cs ict amp digital economy,
26,10,0,2025-03-19 22:17:30+00:00,brian odhiambo is dead already kws dumped his body and animals fed on it murkomen should stop behaving like a saint that he will produce brian,hate,brian odhiambo is dead already kws dumped his body and animals fed on it murkomen should stop behaving like a saint that he will produce brian,
14,9,0,2025-01-12 14:00:05+00:00,murkomen said he will deal with all those people putting the president in caskets all of a sudden he was made for a casket decorated with watches and murkomen put inside kenyans are using mtandao in the right way,hate,murkomen said he will deal with all those people putting the president in caskets all of a sudden he was made for a casket decorated with watches and murkomen put inside kenyans are using mtandao in the right way,
7,3,0,2025-01-11 17:30:50+00:00,hio clip ya oscar sudi akikiss murkomen inanimaliza ajab watu waendelee kutumia mtandao vizuri,hate,hio clip ya oscar sudi akikiss murkomen inanimaliza ajab watu waendelee kutumia mtandao vizuri,
4,2,0,2025-01-11 20:12:36+00:00,mnapika kipchumba murkomen sana tutumie mtandao hivo hivo,hate,mnapika kipchumba murkomen sana tutumie mtandao hivo hivo,
1,0,0,2025-01-12 13:29:31+00:00,president rutos allies have hinted at a plan to fix elections in in a bid to ensure he keeps power beyond one term the allies are oscar sudi kipchumba murkomen kimani ichungwa aden duale ile pesa hawa watu wanataka kumwaga ndio waibe mtashangaa,hate,president rutos allies have hinted at a plan to fix elections in in a bid to ensure he keeps power beyond one term the allies are oscar sudi kipchumba murkomen kimani ichungwa aden duale ile pesa hawa watu wanataka kumwaga ndio waibe mtashangaa,
2,0,0,2025-04-14 17:23:31+00:00,hon brighton and cs murkomen honor late amb john koech in thoughtful sendoff plans thank you cs onesimus kipchumba murkomen for honoring the life and legacy of amb john koech and standing with the family in such a special way,hate,hon brighton and cs murkomen honor late amb john koech in thoughtful sendoff plans thank you cs onesimus kipchumba murkomen for honoring the life and legacy of amb john koech and standing with the family in such a special way,
511,49,36,2025-04-15 12:04:04+00:00,joined he president and fellow mourners in olbutyo bomet county as we gather to bid a final farewell to the late hon amb john koech,neutral,joined he president and fellow mourners in olbutyo bomet county as we gather to bid a final farewell to the late hon amb john koech,
417,53,35,2025-04-13 06:50:00+00:00,interior cs kipchumba murkomen our children have a right to question the ills in society even disagree with the govt if political actors would like to write scripts on societal issues we have our national theatre let schools remain a theatre for competition,offensive,interior cs kipchumba murkomen our children have a right to question the ills in society even disagree with the govt if political actors would like to write scripts on societal issues we have our national theatre let schools remain a theatre for competition,
12,3,3,2023-11-15 07:40:10+00:00,cs murkomen wants us believe since uhuru retired its only rained once in nairobi instead of owning up failureeveryone wants to b seen a saint amp the easiest punching is uhuru this amp that we wld appreciate a cs who admits fault amp assures kenyans of accountability amp solution,hate,cs murkomen wants us believe since uhuru retired its only rained once in nairobi instead of owning up failureeveryone wants to b seen a saint amp the easiest punching is uhuru this amp that we wld appreciate a cs who admits fault amp assures kenyans of accountability amp solution,
1072,272,32,2024-10-12 10:02:19+00:00,give a man money and power and you will see his true character which was hidden by poverty and lack of opportunities ni hayo tu kwa sasa,hate,give a man money and power and you will see his true character which was hidden by poverty and lack of opportunities ni hayo tu kwa sasa,
2,0,0,2025-04-21 12:18:37+00:00,aya murkomen afanye mambo atuoee holiday tuanze mourning vizuru,neutral,aya murkomen afanye mambo atuoee holiday tuanze mourning vizuru,
10,3,2,2025-04-21 11:27:29+00:00,so now we gotta drink to celebrate the popes life hii maisha ya pombe ngumu,neutral,so now we gotta drink to celebrate the popes life hii maisha ya pombe ngumu,
143,55,8,2024-07-24 16:57:41+00:00,lakini tbh women ndio huwa frontline wakisherehekea these quacks wakirudishwa job look at mombasa on johos situation ona huko kwa murkomen damn,offensive,lakini tbh women ndio huwa frontline wakisherehekea these quacks wakirudishwa job look at mombasa on johos situation ona huko kwa murkomen damn,
12,9,1,2024-09-10 16:18:29+00:00,murkomen anangangana kuhype game ya harambee stars,offensive,murkomen anangangana kuhype game ya harambee stars,
7,1,2,2025-01-10 12:00:22+00:00,murkomen alilala kwa store ya bamboo akapata chance ya kulipishaogopa kewin,offensive,murkomen alilala kwa store ya bamboo akapata chance ya kulipishaogopa kewin,
8,3,3,2025-01-10 11:23:24+00:00,btwn dont expect good leadership in elgeiyo marakwet if you risk to elect anybody from marakwet east hao watu looks very corruptthey are greedy for money damn,neutral,btwn dont expect good leadership in elgeiyo marakwet if you risk to elect anybody from marakwet east hao watu looks very corruptthey are greedy for money damn,
43,16,0,2025-03-19 22:14:52+00:00,murkomen is now behaving like a saint kwani all along hakuwa anajua kuna kijana aliuliwa na kws,offensive,murkomen is now behaving like a saint kwani all along hakuwa anajua kuna kijana aliuliwa na kws,
1317,500,13,2025-03-19 21:58:24+00:00,brian odhiambo was just a hustler among those who were promised good life by ruto in it all ended up in tears his mother is frustrated for months looking for him kws her tears imewatosha sasa produce brian odhiambo,neutral,brian odhiambo was just a hustler among those who were promised good life by ruto in it all ended up in tears his mother is frustrated for months looking for him kws her tears imewatosha sasa produce brian odhiambo,
13,3,1,2024-08-10 10:33:56+00:00,murkomen ameenda paris kipchoge akafungia buana the willam ruto curse,hate,murkomen ameenda paris kipchoge akafungia buana the willam ruto curse,
11,0,0,2024-10-07 21:52:02+00:00,murkomen akifanyiwa audit ya mali ako nazo anaeza faint,hate,murkomen akifanyiwa audit ya mali ako nazo anaeza faint,
75,37,3,2025-04-12 21:52:02+00:00,as per the standard kipchumba murkomen didnt help the chiefs as per his statements made,offensive,as per the standard kipchumba murkomen didnt help the chiefs as per his statements made,
49,31,37,2025-04-18 17:56:55+00:00,leaders who became politically successful because of raila kibaki ruto joho mudavadi wetangula duale murkomen orengo nyongo jalango add yours,offensive,leaders who became politically successful because of raila kibaki ruto joho mudavadi wetangula duale murkomen orengo nyongo jalango add yours,
21,5,2,2024-04-30 22:05:58+00:00,murkomen about jkia i am not saying that we will not have a black out of minutes or that we will not have a leakage it will happen those are small things that happen in any existing institution mzae is admitting failure bana,hate,murkomen about jkia i am not saying that we will not have a black out of minutes or that we will not have a leakage it will happen those are small things that happen in any existing institution mzae is admitting failure bana,
14,7,0,2024-12-30 20:17:05+00:00,niskize murkomen hakuna kuachilia gideon kibet na hao vijana wengineignore the court orders,hate,niskize murkomen hakuna kuachilia gideon kibet na hao vijana wengineignore the court orders,
18,10,1,2025-01-06 09:29:08+00:00,murkomen and his friends are still holding gideon kibet,hate,murkomen and his friends are still holding gideon kibet,
363,132,7,2024-07-12 09:14:23+00:00,how does a teacher lead moh and how did murkomen a lawyer land his job in the transport sector damn,offensive,how does a teacher lead moh and how did murkomen a lawyer land his job in the transport sector damn,
17,11,1,2025-01-06 14:55:33+00:00,william ruto kipchumba murkomen oscar sudi know where gideon kibet is being held kalenjin leaders from rift valley ni hasara tupu yaani our own gideon kibet is not yet free what is the issue,hate,william ruto kipchumba murkomen oscar sudi know where gideon kibet is being held kalenjin leaders from rift valley ni hasara tupu yaani our own gideon kibet is not yet free what is the issue,
462,166,10,2024-07-14 09:26:04+00:00,kuna mafala huko kapsowar nimeskia wakisema that murkomen should be reinstated ati juu aliwafanyia kazi akiwa senator wanajua kazi ya senator kweli nkt dumb shmucks omaigod,hate,kuna mafala huko kapsowar nimeskia wakisema that murkomen should be reinstated ati juu aliwafanyia kazi akiwa senator wanajua kazi ya senator kweli nkt dumb shmucks omaigod,
10,11,0,2025-01-11 12:28:03+00:00,my friend and our brother kipchumba murkomen,neutral,my friend and our brother kipchumba murkomen,
13239,4429,588,2025-01-11 12:00:05+00:00,a renowned horologist rests in peace,neutral,a renowned horologist rests in peace,
4,7,0,2025-04-11 16:43:44+00:00,in tana river cs murkomen sets a new standard no security officer should serve over months in operational areas this directive ensures fairness and keeps morale high for those on the frontlines tana river edition jukwaa la usalama,neutral,in tana river cs murkomen sets a new standard no security officer should serve over months in operational areas this directive ensures fairness and keeps morale high for those on the frontlines tana river edition jukwaa la usalama,
15,7,0,2024-07-19 19:27:54+00:00,haha the next cohort yenye inakuja ni ya kina murkomen na joho,offensive,haha the next cohort yenye inakuja ni ya kina murkomen na joho,
4,1,0,2024-07-24 13:35:33+00:00,si heri angeacha basi murkomen kwa roads aibe yote tujue hatuna anything,offensive,si heri angeacha basi murkomen kwa roads aibe yote tujue hatuna anything,
4,1,1,2024-10-11 19:39:36+00:00,watching the harambee stars playing should be added to dsm v considering murkomen is the cs,neutral,watching the harambee stars playing should be added to dsm v considering murkomen is the cs,
1,0,0,2023-12-19 09:07:54+00:00,this murkomen scenario shows how low selfesteemed kenyans are,hate,this murkomen scenario shows how low selfesteemed kenyans are,
64,20,0,2024-12-09 11:05:25+00:00,kipchumba murkomen go and pick kenya kwanza manifesto and show me what president william ruto has not achieved in years hes so meticulous in ticking every sentence of kk manifesto,neutral,kipchumba murkomen go and pick kenya kwanza manifesto and show me what president william ruto has not achieved in years hes so meticulous in ticking every sentence of kk manifesto,
12,4,0,2024-04-30 22:19:20+00:00,murkomen anajipiga maown goals tupu juu ameamua hawezi peana simple and straight forward answers,hate,murkomen anajipiga maown goals tupu juu ameamua hawezi peana simple and straight forward answers,
6,2,0,2024-07-24 13:27:45+00:00,murkomen youth affairs waaai mailawd twende streets,neutral,murkomen youth affairs waaai mailawd twende streets,
32,11,3,2024-12-24 12:20:10+00:00,kuna loya wa uda anaitwa collins amedanganywa atapewa nominations marakwet west na oscar sudi and murkomen hatuezi ongozwa na puppet sisi and stop choosing leaders for people fvck you,offensive,kuna loya wa uda anaitwa collins amedanganywa atapewa nominations marakwet west na oscar sudi and murkomen hatuezi ongozwa na puppet sisi and stop choosing leaders for people fvck you,
3,1,0,2025-04-15 14:02:16+00:00,write to police interior cs murkomen reacts to gachagua claims on attacks during his public meetings,neutral,write to police interior cs murkomen reacts to gachagua claims on attacks during his public meetings,
6,3,0,2024-11-21 21:26:50+00:00,hizo adani bribes ziko kwa murkomen mahali inaitwa kamendi a mansion built on grabbed public land engineers were brought from abroad and when we hang ruto murkomen should not be left out,hate,hizo adani bribes ziko kwa murkomen mahali inaitwa kamendi a mansion built on grabbed public land engineers were brought from abroad and when we hang ruto murkomen should not be left out,
3,3,0,2025-04-14 13:58:03+00:00,interior and national administration cabinet secretary kipchumba murkomen has urged parents to instill good values in their children to avoid future regrets,hate,interior and national administration cabinet secretary kipchumba murkomen has urged parents to instill good values in their children to avoid future regrets,
119,27,0,2024-07-11 23:05:42+00:00,eti murkomen bought a millions but it could not tell him what time he will be fired,hate,eti murkomen bought a millions but it could not tell him what time he will be fired,
11,7,0,2024-12-19 19:39:34+00:00,the best chance we had to overthrow the government ni before murkomen akue cs wa interior cheat code for ruto that one remember the mois era,hate,the best chance we had to overthrow the government ni before murkomen akue cs wa interior cheat code for ruto that one remember the mois era,
94,13,11,2025-04-16 10:41:59+00:00,the mining industry is a significant contributor to our countrys economy but owing to ineffective enforcement of regulations governing the sector the growth of the industry has been hampered by proliferation of illegal mining besides loss of revenue and low investor,hate,the mining industry is a significant contributor to our countrys economy but owing to ineffective enforcement of regulations governing the sector the growth of the industry has been hampered by proliferation of illegal mining besides loss of revenue and low investor,
0,0,0,2024-07-11 17:16:46+00:00,murkomen angevutwa date,hate,murkomen angevutwa date,
1,0,0,2023-12-11 15:01:59+00:00,energy cs davis chirchir says we do know the problem on why we having national blackouts he explains saying government has not invested in the power networks amp that will take months chirchir says its bound to happen again murkomen is talking of jkia sabotage,hate,energy cs davis chirchir says we do know the problem on why we having national blackouts he explains saying government has not invested in the power networks amp that will take months chirchir says its bound to happen again murkomen is talking of jkia sabotage,
19,4,0,2025-04-16 22:27:17+00:00,today i had the honor of accompanying he abdullahi sheikh ismail minister of internal security to a highlevel bilateral meeting with hon kipchumba murkomen cabinet secretary for interior and national administration of kenya our discussion focused on enhancing cooperation,hate,today i had the honor of accompanying he abdullahi sheikh ismail minister of internal security to a highlevel bilateral meeting with hon kipchumba murkomen cabinet secretary for interior and national administration of kenya our discussion focused on enhancing cooperation,
128,62,7,2025-04-13 13:45:17+00:00,angry murkomen warns genz parentskama hamtawafunza vile mlifunzwa i will kill them na mtalia na kusema i wish i knew,offensive,angry murkomen warns genz parentskama hamtawafunza vile mlifunzwa i will kill them na mtalia na kusema i wish i knew,
0,0,0,2024-12-05 11:06:09+00:00,murkomen hajaona hawa,neutral,murkomen hajaona hawa,
5306,1519,184,2024-12-04 16:51:24+00:00,bad manners,offensive,bad manners,
36,21,17,2025-04-11 19:46:47+00:00,interior cs murkomen says government not threatened by echoes of war play says they support free speech despite teargassing of butere girls,hate,interior cs murkomen says government not threatened by echoes of war play says they support free speech despite teargassing of butere girls,
31,5,1,2025-04-13 07:16:35+00:00,kipchumba murkomen says schoolgoing children should stay away from politics i wonder how when their whole career the decisions that governed their education and future workplace are going to be made by the government and politicians in extension,offensive,kipchumba murkomen says schoolgoing children should stay away from politics i wonder how when their whole career the decisions that governed their education and future workplace are going to be made by the government and politicians in extension,
85,20,9,2025-04-16 11:09:35+00:00,the mining industry is a significant contributor to our countrys economy but owing to ineffective enforcement of regulations governing the sector the growth of the industry has been hampered by proliferation of illegal mining besides loss of revenue and low investor,hate,the mining industry is a significant contributor to our countrys economy but owing to ineffective enforcement of regulations governing the sector the growth of the industry has been hampered by proliferation of illegal mining besides loss of revenue and low investor,
111,20,14,2025-04-12 15:21:37+00:00,we are collaborating with members of the national assembly through ngcdf to expand infrastructure that enables government services to be brought closer to the people the newly constructed kamtonga police station fully funded through mwatate ngcdf will enhance security in,hate,we are collaborating with members of the national assembly through ngcdf to expand infrastructure that enables government services to be brought closer to the people the newly constructed kamtonga police station fully funded through mwatate ngcdf will enhance security in,
572,126,14,2025-04-13 22:04:34+00:00,cleophas malala i want to tell murkomen these people you are calling children they are seeing they participate in the events of this country they know what is going on when you call them children and they are not supposed to know anything that is a mistake the cast that,offensive,cleophas malala i want to tell murkomen these people you are calling children they are seeing they participate in the events of this country they know what is going on when you call them children and they are not supposed to know anything that is a mistake the cast that,
16,6,2,2025-02-09 11:20:23+00:00,murkomen is not a marakwet btw hes been heard saying lakwap sobotwo nyakikut koris nadanganya,hate,murkomen is not a marakwet btw hes been heard saying lakwap sobotwo nyakikut koris nadanganya,
4,0,4,2025-02-09 09:55:59+00:00,mbona keiyo leaders wamekaliwa na marakwets sana huko nyumbani most of them hawana sauti,hate,mbona keiyo leaders wamekaliwa na marakwets sana huko nyumbani most of them hawana sauti,
2,2,0,2025-04-13 22:27:14+00:00,cleophas malala i want to tell murkomen these people you are calling children they are seeing they participate in the events of this country they know what is going on when you call them children and they are not supposed to know anything that is a mistake the cast that,hate,cleophas malala i want to tell murkomen these people you are calling children they are seeing they participate in the events of this country they know what is going on when you call them children and they are not supposed to know anything that is a mistake the cast that,
2,0,0,2025-04-13 16:05:25+00:00,president william ruto at aic kapngetik elgeyo marakwet county for an interdenominational church service on april cs murkomen was present,offensive,president william ruto at aic kapngetik elgeyo marakwet county for an interdenominational church service on april cs murkomen was present,
1,1,0,2024-06-13 12:00:28+00:00,murkomens obsession with the number is on another level,offensive,murkomens obsession with the number is on another level,
8,7,0,2024-12-20 16:43:49+00:00,he has all the qualities murkomen had before ascending to power dodge,offensive,he has all the qualities murkomen had before ascending to power dodge,
2927,403,461,2024-12-20 12:12:46+00:00,merry christmas to all genzs remember you are not too young to lead believe in yourself,neutral,merry christmas to all genzs remember you are not too young to lead believe in yourself,
2,8,0,2025-04-14 19:45:53+00:00,murkomen has likened rutos prospects to kibakis unstoppable win in tukio digital highlighted the strategy behind this confidence and reactions across the aisle,offensive,murkomen has likened rutos prospects to kibakis unstoppable win in tukio digital highlighted the strategy behind this confidence and reactions across the aisle,
93,20,62,2025-04-13 15:59:31+00:00,we are obligated as parents teachers and leaders to guide our children on the path of moral rectitude and civility like our parents did the price of handsoff parenting will be borne by our children ourselves and the society at large,neutral,we are obligated as parents teachers and leaders to guide our children on the path of moral rectitude and civility like our parents did the price of handsoff parenting will be borne by our children ourselves and the society at large,
87,62,4,2025-04-17 15:47:54+00:00,its almost a month since kipchumba murkomen lied to the family of brian odhiambo that he would help them get justice where is brian odhiambo,neutral,its almost a month since kipchumba murkomen lied to the family of brian odhiambo that he would help them get justice where is brian odhiambo,
138,23,21,2025-04-12 19:47:49+00:00,we are actively engaging security stakeholders national government administration officers ngaos local leaders and members of the public to collaboratively address security challenges in different parts of the country in taita taveta county we have agreed to streamline,neutral,we are actively engaging security stakeholders national government administration officers ngaos local leaders and members of the public to collaboratively address security challenges in different parts of the country in taita taveta county we have agreed to streamline,
5152,2251,147,2024-09-03 10:15:31+00:00,the crooks led by murkomen and chirchir have already sold our airport to a shadowy private company of which they also own shares now they want to buy kenya railways remember kenya railways owns huge strips of land buildings and other lucrative capital assets,hate,the crooks led by murkomen and chirchir have already sold our airport to a shadowy private company of which they also own shares now they want to buy kenya railways remember kenya railways owns huge strips of land buildings and other lucrative capital assets,
1969,619,157,2024-09-03 10:08:39+00:00,the ministry of transport has proposed a law to allow private companies to operate kenyas railway infrastructure if passed this bill will enable private entities to participate in running and expanding railway tracks,neutral,the ministry of transport has proposed a law to allow private companies to operate kenyas railway infrastructure if passed this bill will enable private entities to participate in running and expanding railway tracks,
139,24,21,2025-04-16 13:50:01+00:00,kenya and somalia enjoy deep diplomatic ties spanning over three decades the relationship is underpinned by a common culture trade movement of people kinship security and defence collaboration this morning i held a fruitful bilateral meeting with a delegation from the,neutral,kenya and somalia enjoy deep diplomatic ties spanning over three decades the relationship is underpinned by a common culture trade movement of people kinship security and defence collaboration this morning i held a fruitful bilateral meeting with a delegation from the,
6,5,0,2025-01-13 19:42:49+00:00,ruto murkomen governor wisley rotich chris kiptoo and marakwet east mp bowen things are boiling out nicely,offensive,ruto murkomen governor wisley rotich chris kiptoo and marakwet east mp bowen things are boiling out nicely,
734,158,23,2025-01-13 19:31:57+00:00,actually banditry is linked with carbon credit,hate,actually banditry is linked with carbon credit,
130,13,26,2025-04-17 12:42:04+00:00,congratulations and on your appointment as cabinet secretaries for public service human capital development and special programs and gender culture the arts and heritage respectively best wishes too to the newly appointed principal secretaries,neutral,congratulations and on your appointment as cabinet secretaries for public service human capital development and special programs and gender culture the arts and heritage respectively best wishes too to the newly appointed principal secretaries,
130,16,13,2025-04-17 17:51:49+00:00,in times of grief words of comfort from friends help to lessen the pain today i joined friends and the people of kuresoi south in condoling with the family of the late mzee moses kipkurui korir in keringet nakuru county moses who was the father of my friend emmanuel,neutral,in times of grief words of comfort from friends help to lessen the pain today i joined friends and the people of kuresoi south in condoling with the family of the late mzee moses kipkurui korir in keringet nakuru county moses who was the father of my friend emmanuel,
22,21,11,2025-04-12 07:41:33+00:00,the government is considering arming chiefs in volatile areas to help them protect themselves and residents interior cs kipchumba murkomen said only vetted and trained chiefs in highrisk regions will be issued with firearms for securitybutere girls onana malala kanu echoes,offensive,the government is considering arming chiefs in volatile areas to help them protect themselves and residents interior cs kipchumba murkomen said only vetted and trained chiefs in highrisk regions will be issued with firearms for securitybutere girls onana malala kanu echoes,
318,152,9,2025-04-12 21:38:40+00:00,murkomen said that they negotiated for the release of the five chiefs he didnt say with who the chiefs are saying that the state left them to die you dont need a rocket science to see that this was a state sponsored abduction kenya is a scary country,hate,murkomen said that they negotiated for the release of the five chiefs he didnt say with who the chiefs are saying that the state left them to die you dont need a rocket science to see that this was a state sponsored abduction kenya is a scary country,
1053,278,17,2025-03-11 00:47:55+00:00,all the cash is public money looted by joho murkomen and other ruto cartels,hate,all the cash is public money looted by joho murkomen and other ruto cartels,
23,0,1,2024-10-10 17:58:38+00:00,nikiona posts kama hizi murkomen na ruto wanakuja tu kwa akili,hate,nikiona posts kama hizi murkomen na ruto wanakuja tu kwa akili,
0,0,0,2023-12-19 10:34:38+00:00,when i thought murkomen would soldier on he cowers and tries to deflect the heat is murkomen seeking legitimacy for an autocracy,hate,when i thought murkomen would soldier on he cowers and tries to deflect the heat is murkomen seeking legitimacy for an autocracy,
1604,323,841,2023-12-19 10:11:12+00:00,my friend i have expressed my admiration for rwandas style of leadership which has made it possible for them to build good infrastructure including a new airport and enforce discipline amp order on their roads its not just rwandacountries like uae morocco saudi,hate,my friend i have expressed my admiration for rwandas style of leadership which has made it possible for them to build good infrastructure including a new airport and enforce discipline amp order on their roads its not just rwandacountries like uae morocco saudi,
53,22,9,2025-04-15 15:09:04+00:00,why didnt the eacc rush to arrest kipchumba murkomen and crew this way when they were feasting adani billions in as much as we want to commend the eacc is this a political witchunt or genuine fight against corruption,offensive,why didnt the eacc rush to arrest kipchumba murkomen and crew this way when they were feasting adani billions in as much as we want to commend the eacc is this a political witchunt or genuine fight against corruption,
240,26,41,2025-04-13 16:42:18+00:00,today i joined he president for an interdenominational church service at aic kapngetik elgeyo marakwet county i used the opportunity to stress the critical role the church parents teachers and leaders should play in guiding our children on the path of,neutral,today i joined he president for an interdenominational church service at aic kapngetik elgeyo marakwet county i used the opportunity to stress the critical role the church parents teachers and leaders should play in guiding our children on the path of,
2,1,0,2025-04-13 13:52:52+00:00,interior cs kipchumba murkomen confirms that the chiefs who were taken while en route to elwak in mandera county have been safely returned home,neutral,interior cs kipchumba murkomen confirms that the chiefs who were taken while en route to elwak in mandera county have been safely returned home,
481,31,12,2025-04-13 13:02:44+00:00,cs kipchumba murkomen receives president ruto for an interdenominational church service in elgeyo marakwet county,neutral,cs kipchumba murkomen receives president ruto for an interdenominational church service in elgeyo marakwet county,
2,1,0,2025-04-13 20:15:09+00:00,wapi cs murkomen,offensive,wapi cs murkomen,
